index,date,flow ,flow (mm/sec),day,month,year
1489,1/28/06,5.2952416,2.97E-19,28,1,2006
1490,1/29/06,5.4085088,3.03E-19,29,1,2006
1491,1/30/06,7.1075168,3.98E-19,30,1,2006
1492,1/31/06,6.4279136,3.60E-19,31,1,2006
1493,2/1/06,5.521776,3.09E-19,1,2,2006
1494,2/2/06,5.1536576,2.89E-19,2,2,2006
1495,2/3/06,8.2401888,4.62E-19,3,2,2006
1496,2/4/06,18.689088,1.05E-18,4,2,2006
1497,2/5/06,23.36136,1.31E-18,5,2,2006
1498,2/6/06,28.599968,1.60E-18,6,2,2006
1499,2/7/06,16.8768128,9.45E-19,7,2,2006
1500,2/8/06,11.043552,6.19E-19,8,2,2006
1501,2/9/06,7.503952,4.20E-19,9,2,2006
1502,2/10/06,5.8615776,3.28E-19,10,2,2006
1503,2/11/06,4.672272,2.62E-19,11,2,2006
1504,2/12/06,4.389104,2.46E-19,12,2,2006
1505,2/13/06,4.105936,2.30E-19,13,2,2006
1506,2/14/06,4.105936,2.30E-19,14,2,2006
1507,2/15/06,4.0776192,2.28E-19,15,2,2006
1508,2/16/06,4.389104,2.46E-19,16,2,2006
1509,2/17/06,4.95544,2.78E-19,17,2,2006
1510,2/18/06,4.813856,2.70E-19,18,2,2006
1511,2/19/06,3.681184,2.06E-19,19,2,2006
1512,2/20/06,3.398016,1.90E-19,20,2,2006
1513,2/21/06,3.1997984,1.79E-19,21,2,2006
1514,2/22/06,3.0015808,1.68E-19,22,2,2006
1515,2/23/06,2.973264,1.67E-19,23,2,2006
1516,2/24/06,3.0015808,1.68E-19,24,2,2006
1517,2/25/06,2.61364064,1.46E-19,25,2,2006
1518,2/26/06,2.55700704,1.43E-19,26,2,2006
1519,2/27/06,2.55700704,1.43E-19,27,2,2006
1520,2/28/06,2.5201952,1.41E-19,28,2,2006
1521,3/1/06,2.46639328,1.38E-19,1,3,2006
1522,3/2/06,2.3644528,1.32E-19,2,3,2006
1523,3/3/06,2.30215584,1.29E-19,3,3,2006
1524,3/4/06,2.1520768,1.21E-19,4,3,2006
1525,3/5/06,2.1520768,1.21E-19,5,3,2006
1526,3/6/06,2.10393824,1.18E-19,6,3,2006
1527,3/7/06,2.06146304,1.15E-19,7,3,2006
1528,3/8/06,2.0671264,1.16E-19,8,3,2006
1529,3/9/06,2.09261152,1.17E-19,9,3,2006
1530,3/10/06,2.26817568,1.27E-19,10,3,2006
1531,3/11/06,3.2281152,1.81E-19,11,3,2006
1532,3/12/06,3.7944512,2.13E-19,12,3,2006
1533,3/13/06,4.0776192,2.28E-19,13,3,2006
1534,3/14/06,9.3728608,5.25E-19,14,3,2006
1535,3/15/06,11.185136,6.26E-19,15,3,2006
1536,3/16/06,6.9659328,3.90E-19,16,3,2006
1537,3/17/06,5.2102912,2.92E-19,17,3,2006
1538,3/18/06,4.0493024,2.27E-19,18,3,2006
1539,3/19/06,3.4829664,1.95E-19,19,3,2006
1540,3/20/06,3.0015808,1.68E-19,20,3,2006
1541,3/21/06,2.69859104,1.51E-19,21,3,2006
1542,3/22/06,2.75805632,1.54E-19,22,3,2006
1543,3/23/06,2.61647232,1.47E-19,23,3,2006
1544,3/24/06,2.70142272,1.51E-19,24,3,2006
1545,3/25/06,2.6476208,1.48E-19,25,3,2006
1546,3/26/06,2.5768288,1.44E-19,26,3,2006
1547,3/27/06,2.51453184,1.41E-19,27,3,2006
1548,3/28/06,2.43241312,1.36E-19,28,3,2006
1549,3/29/06,2.36728448,1.33E-19,29,3,2006
1550,3/30/06,2.33896768,1.31E-19,30,3,2006
1551,3/31/06,2.31348256,1.30E-19,31,3,2006
1552,4/1/06,2.36162112,1.32E-19,1,4,2006
1553,4/2/06,2.51453184,1.41E-19,2,4,2006
1554,4/3/06,2.41825472,1.35E-19,3,4,2006
1555,4/4/06,5.5784096,3.12E-19,4,4,2006
1556,4/5/06,13.6770144,7.66E-19,5,4,2006
1557,4/6/06,11.3833536,6.38E-19,6,4,2006
1558,4/7/06,8.5516736,4.79E-19,7,4,2006
1559,4/8/06,7.4473184,4.17E-19,8,4,2006
1560,4/9/06,6.1447456,3.44E-19,9,4,2006
1561,4/10/06,5.0120736,2.81E-19,10,4,2006
1562,4/11/06,4.2758368,2.39E-19,11,4,2006
1563,4/12/06,3.7944512,2.13E-19,12,4,2006
1564,4/13/06,3.4829664,1.95E-19,13,4,2006
1565,4/14/06,3.256432,1.82E-19,14,4,2006
1566,4/15/06,3.0582144,1.71E-19,15,4,2006
1567,4/16/06,2.8599968,1.60E-19,16,4,2006
1568,4/17/06,2.65045248,1.48E-19,17,4,2006
1569,4/18/06,2.45223488,1.37E-19,18,4,2006
1570,4/19/06,2.2936608,1.28E-19,19,4,2006
1571,4/20/06,2.82318496,1.58E-19,20,4,2006
1572,4/21/06,2.25684896,1.26E-19,21,4,2006
1573,4/22/06,1.82360192,1.02E-19,22,4,2006
1574,4/23/06,1.8830672,1.05E-19,23,4,2006
1575,4/24/06,4.5873216,2.57E-19,24,4,2006
1576,4/25/06,5.8615776,3.28E-19,25,4,2006
1577,4/26/06,4.3607872,2.44E-19,26,4,2006
1578,4/27/06,3.4263328,1.92E-19,27,4,2006
1579,4/28/06,2.8599968,1.60E-19,28,4,2006
1580,4/29/06,2.46922496,1.38E-19,29,4,2006
1581,4/30/06,2.22853216,1.25E-19,30,4,2006
1582,5/1/06,2.09261152,1.17E-19,1,5,2006
1583,5/2/06,3.114848,1.74E-19,2,5,2006
1584,5/3/06,11.2417696,6.30E-19,3,5,2006
1585,5/4/06,12.459392,6.98E-19,4,5,2006
1586,5/5/06,7.8437536,4.39E-19,5,5,2006
1587,5/6/06,5.6067264,3.14E-19,6,5,2006
1588,5/7/06,4.4174208,2.47E-19,7,5,2006
1589,5/8/06,3.5962336,2.01E-19,8,5,2006
1590,5/9/06,3.1714816,1.78E-19,9,5,2006
1591,5/10/06,3.4263328,1.92E-19,10,5,2006
1592,5/11/06,3.3696992,1.89E-19,11,5,2006
1593,5/12/06,3.4263328,1.92E-19,12,5,2006
1594,5/13/06,11.609888,6.50E-19,13,5,2006
1595,5/14/06,119.496896,6.69E-18,14,5,2006
1596,5/15/06,135.92064,7.61E-18,15,5,2006
1597,5/16/06,87.215744,4.88E-18,16,5,2006
1598,5/17/06,55.500928,3.11E-18,17,5,2006
1599,5/18/06,32.281152,1.81E-18,18,5,2006
1600,5/19/06,23.3047264,1.31E-18,19,5,2006
1601,5/20/06,20.7845312,1.16E-18,20,5,2006
1602,5/21/06,16.1972096,9.07E-19,21,5,2006
1603,5/22/06,13.3655296,7.49E-19,22,5,2006
1604,5/23/06,11.7231552,6.57E-19,23,5,2006
1605,5/24/06,9.9391968,5.57E-19,24,5,2006
1606,5/25/06,8.0419712,4.50E-19,25,5,2006
1607,5/26/06,6.4845472,3.63E-19,26,5,2006
1608,5/27/06,5.7199936,3.20E-19,27,5,2006
1609,5/28/06,5.0120736,2.81E-19,28,5,2006
1610,5/29/06,4.389104,2.46E-19,29,5,2006
1611,5/30/06,3.9077184,2.19E-19,30,5,2006
1612,5/31/06,3.5112832,1.97E-19,31,5,2006
1613,6/1/06,3.1997984,1.79E-19,1,6,2006
1614,6/2/06,3.8510848,2.16E-19,2,6,2006
1615,6/3/06,5.804944,3.25E-19,3,6,2006
1616,6/4/06,14.5265184,8.14E-19,4,6,2006
1617,6/5/06,13.1956288,7.39E-19,5,6,2006
1618,6/6/06,8.070288,4.52E-19,6,6,2006
1619,6/7/06,7.1358336,4.00E-19,7,6,2006
1620,6/8/06,23.786112,1.33E-18,8,6,2006
1621,6/9/06,26.2213568,1.47E-18,9,6,2006
1622,6/10/06,20.5579968,1.15E-18,10,6,2006
1623,6/11/06,25.2302688,1.41E-18,11,6,2006
1624,6/12/06,16.5086944,9.25E-19,12,6,2006
1625,6/13/06,10.6188,5.95E-19,13,6,2006
1626,6/14/06,7.8437536,4.39E-19,14,6,2006
1627,6/15/06,7.3906848,4.14E-19,15,6,2006
1628,6/16/06,7.4756352,4.19E-19,16,6,2006
1629,6/17/06,5.9748448,3.35E-19,17,6,2006
1630,6/18/06,4.95544,2.78E-19,18,6,2006
1631,6/19/06,4.1342528,2.32E-19,19,6,2006
1632,6/20/06,3.5679168,2.00E-19,20,6,2006
1633,6/21/06,3.7095008,2.08E-19,21,6,2006
1634,6/22/06,3.7944512,2.13E-19,22,6,2006
1635,6/23/06,3.4829664,1.95E-19,23,6,2006
1636,6/24/06,3.7661344,2.11E-19,24,6,2006
1637,6/25/06,3.9926688,2.24E-19,25,6,2006
1638,6/26/06,4.3041536,2.41E-19,26,6,2006
1639,6/27/06,6.3429632,3.55E-19,27,6,2006
1640,6/28/06,5.4934592,3.08E-19,28,6,2006
1641,6/29/06,6.6261312,3.71E-19,29,6,2006
1642,6/30/06,5.946528,3.33E-19,30,6,2006
1643,7/1/06,4.3041536,2.41E-19,1,7,2006
1644,7/2/06,3.4546496,1.93E-19,2,7,2006
1645,7/3/06,2.8175216,1.58E-19,3,7,2006
1646,7/4/06,2.2936608,1.28E-19,4,7,2006
1647,7/5/06,2.04447296,1.15E-19,5,7,2006
1648,7/6/06,1.86324544,1.04E-19,6,7,2006
1649,7/7/06,1.65370112,9.26E-20,7,7,2006
1650,7/8/06,1.5149488,8.48E-20,8,7,2006
1651,7/9/06,1.43283008,8.02E-20,9,7,2006
1652,7/10/06,1.39318656,7.80E-20,10,7,2006
1653,7/11/06,1.78962176,1.00E-19,11,7,2006
1654,7/12/06,3.114848,1.74E-19,12,7,2006
1655,7/13/06,15.3477056,8.60E-19,13,7,2006
1656,7/14/06,18.6607712,1.05E-18,14,7,2006
1657,7/15/06,9.5710784,5.36E-19,15,7,2006
1658,7/16/06,5.8332608,3.27E-19,16,7,2006
1659,7/17/06,4.1342528,2.32E-19,17,7,2006
1660,7/18/06,3.114848,1.74E-19,18,7,2006
1661,7/19/06,2.39560128,1.34E-19,19,7,2006
1662,7/20/06,1.99350272,1.12E-19,20,7,2006
1663,7/21/06,1.91987904,1.08E-19,21,7,2006
1664,7/22/06,3.114848,1.74E-19,22,7,2006
1665,7/23/06,8.636624,4.84E-19,23,7,2006
1666,7/24/06,10.4205824,5.84E-19,24,7,2006
1667,7/25/06,5.946528,3.33E-19,25,7,2006
1668,7/26/06,4.0776192,2.28E-19,26,7,2006
1669,7/27/06,3.1997984,1.79E-19,27,7,2006
1670,7/28/06,2.59948224,1.46E-19,28,7,2006
1671,7/29/06,2.83168,1.59E-19,29,7,2006
1672,7/30/06,3.0865312,1.73E-19,30,7,2006
1673,7/31/06,2.44657152,1.37E-19,31,7,2006
1674,8/1/06,2.04164128,1.14E-19,1,8,2006
1675,8/2/06,1.73015648,9.69E-20,2,8,2006
1676,8/3/06,1.52061216,8.52E-20,3,8,2006
1677,8/4/06,1.54043392,8.63E-20,4,8,2006
1678,8/5/06,2.11243328,1.18E-19,5,8,2006
1679,8/6/06,1.77263168,9.93E-20,6,8,2006
1680,8/7/06,1.46397856,8.20E-20,7,8,2006
1681,8/8/06,1.30540448,7.31E-20,8,8,2006
1682,8/9/06,1.132672,6.34E-20,9,8,2006
1683,8/10/06,1.0052464,5.63E-20,10,8,2006
1684,8/11/06,0.91463264,5.12E-20,11,8,2006
1685,8/12/06,0.82968224,4.65E-20,12,8,2006
1686,8/13/06,0.75889024,4.25E-20,13,8,2006
1687,8/14/06,0.69942496,3.92E-20,14,8,2006
1688,8/15/06,0.66827648,3.74E-20,15,8,2006
1689,8/16/06,0.64279136,3.60E-20,16,8,2006
1690,8/17/06,0.60031616,3.36E-20,17,8,2006
1691,8/18/06,0.57766272,3.24E-20,18,8,2006
1692,8/19/06,0.566336,3.17E-20,19,8,2006
1693,8/20/06,0.79853376,4.47E-20,20,8,2006
1694,8/21/06,1.16948384,6.55E-20,21,8,2006
1695,8/22/06,1.12700864,6.31E-20,22,8,2006
1696,8/23/06,0.95144448,5.33E-20,23,8,2006
1697,8/24/06,0.7928704,4.44E-20,24,8,2006
1698,8/25/06,0.69942496,3.92E-20,25,8,2006
1699,8/26/06,0.65411808,3.66E-20,26,8,2006
1700,8/27/06,0.62580128,3.50E-20,27,8,2006
1701,8/28/06,0.71924672,4.03E-20,28,8,2006
1702,8/29/06,0.83817728,4.69E-20,29,8,2006
1703,8/30/06,0.86932576,4.87E-20,30,8,2006
1704,8/31/06,0.79853376,4.47E-20,31,8,2006
1705,9/1/06,0.68526656,3.84E-20,1,9,2006
1706,9/2/06,0.61164288,3.43E-20,2,9,2006
1707,9/3/06,0.58332608,3.27E-20,3,9,2006
1708,9/4/06,0.79003872,4.42E-20,4,9,2006
1709,9/5/06,0.9627712,5.39E-20,5,9,2006
1710,9/6/06,0.90330592,5.06E-20,6,9,2006
1711,9/7/06,0.80986048,4.54E-20,7,9,2006
1712,9/8/06,0.71641504,4.01E-20,8,9,2006
1713,9/9/06,0.64279136,3.60E-20,9,9,2006
1714,9/10/06,0.58615776,3.28E-20,10,9,2006
1715,9/11/06,0.54934592,3.08E-20,11,9,2006
1716,9/12/06,0.51819744,2.90E-20,12,9,2006
1717,9/13/06,0.47289056,2.65E-20,13,9,2006
1718,9/14/06,0.45023712,2.52E-20,14,9,2006
1719,9/15/06,0.45873216,2.57E-20,15,9,2006
1720,9/16/06,0.50687072,2.84E-20,16,9,2006
1721,9/17/06,0.5380192,3.01E-20,17,9,2006
1722,9/18/06,0.52669248,2.95E-20,18,9,2006
1723,9/19/06,0.49271232,2.76E-20,19,9,2006
1724,9/20/06,0.55500928,3.11E-20,20,9,2006
1725,9/21/06,0.61730624,3.46E-20,21,9,2006
1726,9/22/06,0.58898944,3.30E-20,22,9,2006
1727,9/23/06,0.55500928,3.11E-20,23,9,2006
1728,9/24/06,0.55500928,3.11E-20,24,9,2006
1729,9/25/06,0.56350432,3.16E-20,25,9,2006
1730,9/26/06,0.56916768,3.19E-20,26,9,2006
1731,9/27/06,0.54651424,3.06E-20,27,9,2006
1732,9/28/06,0.5238608,2.93E-20,28,9,2006
1733,9/29/06,0.47289056,2.65E-20,29,9,2006
1734,9/30/06,0.43324704,2.43E-20,30,9,2006
1735,10/1/06,0.45023712,2.52E-20,1,10,2006
1736,10/2/06,0.4672272,2.62E-20,2,10,2006
1737,10/3/06,0.55500928,3.11E-20,3,10,2006
1738,10/4/06,0.5946528,3.33E-20,4,10,2006
1739,10/5/06,0.55784096,3.12E-20,5,10,2006
1740,10/6/06,0.53518752,3.00E-20,6,10,2006
1741,10/7/06,0.51819744,2.90E-20,7,10,2006
1742,10/8/06,0.47572224,2.66E-20,8,10,2006
1743,10/9/06,0.4105936,2.30E-20,9,10,2006
1744,10/10/06,1.19496896,6.69E-20,10,10,2006
1745,10/11/06,1.3167312,7.37E-20,11,10,2006
1746,10/12/06,10.7037504,5.99E-19,12,10,2006
1747,10/13/06,10.9302848,6.12E-19,13,10,2006
1748,10/14/06,5.7766272,3.24E-19,14,10,2006
1749,10/15/06,5.4934592,3.08E-19,15,10,2006
1750,10/16/06,4.5023712,2.52E-19,16,10,2006
1751,10/17/06,3.9360352,2.20E-19,17,10,2006
1752,10/18/06,4.389104,2.46E-19,18,10,2006
1753,10/19/06,4.6439552,2.60E-19,19,10,2006
1754,10/20/06,4.5023712,2.52E-19,20,10,2006
1755,10/21/06,5.804944,3.25E-19,21,10,2006
1756,10/22/06,4.8988064,2.74E-19,22,10,2006
1757,10/23/06,5.1819744,2.90E-19,23,10,2006
1758,10/24/06,6.6827648,3.74E-19,24,10,2006
1759,10/25/06,3.9077184,2.19E-19,25,10,2006
1760,10/26/06,3.0015808,1.68E-19,26,10,2006
1761,10/27/06,3.1714816,1.78E-19,27,10,2006
1762,10/28/06,9.2879104,5.20E-19,28,10,2006
1763,10/29/06,36.245504,2.03E-18,29,10,2006
1764,10/30/06,20.2748288,1.14E-18,30,10,2006
1765,10/31/06,10.5621664,5.92E-19,31,10,2006
1766,11/1/06,7.7304864,4.33E-19,1,11,2006
1767,11/2/06,6.654448,3.73E-19,2,11,2006
1768,11/3/06,6.2580128,3.50E-19,3,11,2006
1769,11/4/06,5.1253408,2.87E-19,4,11,2006
1770,11/5/06,4.3607872,2.44E-19,5,11,2006
1771,11/6/06,3.9360352,2.20E-19,6,11,2006
1772,11/7/06,3.681184,2.06E-19,7,11,2006
1773,11/8/06,4.0493024,2.27E-19,8,11,2006
1774,11/9/06,20.8411648,1.17E-18,9,11,2006
1775,11/10/06,25.768288,1.44E-18,10,11,2006
1776,11/11/06,13.1956288,7.39E-19,11,11,2006
1777,11/12/06,9.8259296,5.50E-19,12,11,2006
1778,11/13/06,11.6665216,6.53E-19,13,11,2006
1779,11/14/06,21.1526496,1.18E-18,14,11,2006
1780,11/15/06,26.8726432,1.51E-18,15,11,2006
1781,11/16/06,15.6591904,8.77E-19,16,11,2006
1782,11/17/06,24.9471008,1.40E-18,17,11,2006
1783,11/18/06,31.997984,1.79E-18,18,11,2006
1784,11/19/06,17.6413664,9.88E-19,19,11,2006
1785,11/20/06,12.5726592,7.04E-19,20,11,2006
1786,11/21/06,9.91088,5.55E-19,21,11,2006
1787,11/22/06,8.211872,4.60E-19,22,11,2006
1788,11/23/06,7.3057344,4.09E-19,23,11,2006
1789,11/24/06,6.9092992,3.87E-19,24,11,2006
1790,11/25/06,6.2863296,3.52E-19,25,11,2006
1791,11/26/06,5.6916768,3.19E-19,26,11,2006
1792,11/27/06,5.380192,3.01E-19,27,11,2006
1793,11/28/06,5.097024,2.85E-19,28,11,2006
1794,11/29/06,4.9837568,2.79E-19,29,11,2006
1795,11/30/06,4.8988064,2.74E-19,30,11,2006
1796,12/1/06,5.7483104,3.22E-19,1,12,2006
1797,12/2/06,14.441568,8.09E-19,2,12,2006
1798,12/3/06,14.4982016,8.12E-19,3,12,2006
1799,12/4/06,9.2879104,5.20E-19,4,12,2006
1800,12/5/06,7.2491008,4.06E-19,5,12,2006
1801,12/6/06,5.9748448,3.35E-19,6,12,2006
1802,12/7/06,5.4651424,3.06E-19,7,12,2006
1803,12/8/06,5.2102912,2.92E-19,8,12,2006
1804,12/9/06,4.672272,2.62E-19,9,12,2006
1805,12/10/06,4.5590048,2.55E-19,10,12,2006
1806,12/11/06,4.4457376,2.49E-19,11,12,2006
1807,12/12/06,4.24752,2.38E-19,12,12,2006
1808,12/13/06,4.1342528,2.32E-19,13,12,2006
1809,12/14/06,4.1908864,2.35E-19,14,12,2006
1810,12/15/06,4.1342528,2.32E-19,15,12,2006
1811,12/16/06,3.964352,2.22E-19,16,12,2006
1812,12/17/06,3.5112832,1.97E-19,17,12,2006
1813,12/18/06,3.3696992,1.89E-19,18,12,2006
1814,12/19/06,3.1997984,1.79E-19,19,12,2006
1815,12/20/06,2.973264,1.67E-19,20,12,2006
1816,12/21/06,2.8599968,1.60E-19,21,12,2006
1817,12/22/06,2.77787808,1.56E-19,22,12,2006
1818,12/23/06,6.1730624,3.46E-19,23,12,2006
1819,12/24/06,11.5815712,6.49E-19,24,12,2006
1820,12/25/06,8.3251392,4.66E-19,25,12,2006
1821,12/26/06,8.5516736,4.79E-19,26,12,2006
1822,12/27/06,9.9958304,5.60E-19,27,12,2006
1823,12/28/06,7.2774176,4.08E-19,28,12,2006
1824,12/29/06,5.6350432,3.16E-19,29,12,2006
1825,12/30/06,4.5873216,2.57E-19,30,12,2006
1826,12/31/06,4.1625696,2.33E-19,31,12,2006
1827,1/1/07,5.0687072,2.84E-19,1,1,2007
1828,1/2/07,8.778208,4.92E-19,2,1,2007
1829,1/3/07,7.5889024,4.25E-19,3,1,2007
1830,1/4/07,5.9748448,3.35E-19,4,1,2007
1831,1/5/07,5.4085088,3.03E-19,5,1,2007
1832,1/6/07,7.220784,4.04E-19,6,1,2007
1833,1/7/07,10.2506816,5.74E-19,7,1,2007
1834,1/8/07,11.4966208,6.44E-19,8,1,2007
1835,1/9/07,18.0661184,1.01E-18,9,1,2007
1836,1/10/07,12.9407776,7.25E-19,10,1,2007
1837,1/11/07,8.1552384,4.57E-19,11,1,2007
1838,1/12/07,6.7393984,3.77E-19,12,1,2007
1839,1/13/07,5.9182112,3.31E-19,13,1,2007
1840,1/14/07,5.4934592,3.08E-19,14,1,2007
1841,1/15/07,5.2102912,2.92E-19,15,1,2007
1842,1/16/07,4.8704896,2.73E-19,16,1,2007
1843,1/17/07,3.398016,1.90E-19,17,1,2007
1844,1/18/07,3.114848,1.74E-19,18,1,2007
1845,1/19/07,3.4829664,1.95E-19,19,1,2007
1846,1/20/07,3.5962336,2.01E-19,20,1,2007
1847,1/21/07,3.256432,1.82E-19,21,1,2007
1848,1/22/07,2.83168,1.59E-19,22,1,2007
1849,1/23/07,2.83168,1.59E-19,23,1,2007
1850,1/24/07,2.6617792,1.49E-19,24,1,2007
1851,1/25/07,2.41542304,1.35E-19,25,1,2007
1852,1/26/07,1.982176,1.11E-19,26,1,2007
1853,1/27/07,2.0388096,1.14E-19,27,1,2007
1854,1/28/07,2.12376,1.19E-19,28,1,2007
1855,1/29/07,2.0671264,1.16E-19,29,1,2007
1856,1/30/07,1.840592,1.03E-19,30,1,2007
1857,1/31/07,1.699008,9.52E-20,31,1,2007
1858,2/1/07,1.65936448,9.29E-20,1,2,2007
1859,2/2/07,1.6706912,9.36E-20,2,2,2007
1860,2/3/07,1.78679008,1.00E-19,3,2,2007
1861,2/4/07,1.699008,9.52E-20,4,2,2007
1862,2/5/07,1.6423744,9.20E-20,5,2,2007
1863,2/6/07,1.55176064,8.69E-20,6,2,2007
1864,2/7/07,1.51778048,8.50E-20,7,2,2007
1865,2/8/07,1.46964192,8.23E-20,8,2,2007
1866,2/9/07,1.45548352,8.15E-20,9,2,2007
1867,2/10/07,1.45548352,8.15E-20,10,2,2007
1868,2/11/07,1.37053312,7.68E-20,11,2,2007
1869,2/12/07,1.32805792,7.44E-20,12,2,2007
1870,2/13/07,1.26292928,7.07E-20,13,2,2007
1871,2/14/07,1.20063232,6.72E-20,14,2,2007
1872,2/15/07,1.26292928,7.07E-20,15,2,2007
1873,2/16/07,1.38469152,7.76E-20,16,2,2007
1874,2/17/07,1.38469152,7.76E-20,17,2,2007
1875,2/18/07,1.3025728,7.30E-20,18,2,2007
1876,2/19/07,1.24877088,6.99E-20,19,2,2007
1877,2/20/07,1.23744416,6.93E-20,20,2,2007
1878,2/21/07,1.24877088,6.99E-20,21,2,2007
1879,2/22/07,1.24877088,6.99E-20,22,2,2007
1880,2/23/07,1.274256,7.14E-20,23,2,2007
1881,2/24/07,1.24877088,6.99E-20,24,2,2007
1882,2/25/07,1.26292928,7.07E-20,25,2,2007
1883,2/26/07,1.24877088,6.99E-20,26,2,2007
1884,2/27/07,1.26292928,7.07E-20,27,2,2007
1885,2/28/07,1.274256,7.14E-20,28,2,2007
1886,3/1/07,1.29974112,7.28E-20,1,3,2007
1887,3/2/07,1.74431488,9.77E-20,2,3,2007
1888,3/3/07,2.16906688,1.21E-19,3,3,2007
1889,3/4/07,2.40126464,1.34E-19,4,3,2007
1890,3/5/07,2.28233408,1.28E-19,5,3,2007
1891,3/6/07,1.87457216,1.05E-19,6,3,2007
1892,3/7/07,1.67918624,9.40E-20,7,3,2007
1893,3/8/07,1.50645376,8.44E-20,8,3,2007
1894,3/9/07,1.4441568,8.09E-20,9,3,2007
1895,3/10/07,1.46681024,8.22E-20,10,3,2007
1896,3/11/07,2.26251232,1.27E-19,11,3,2007
1897,3/12/07,3.3130656,1.86E-19,12,3,2007
1898,3/13/07,3.7661344,2.11E-19,13,3,2007
1899,3/14/07,5.097024,2.85E-19,14,3,2007
1900,3/15/07,10.3073152,5.77E-19,15,3,2007
1901,3/16/07,9.8825632,5.53E-19,16,3,2007
1902,3/17/07,5.8615776,3.28E-19,17,3,2007
1903,3/18/07,5.380192,3.01E-19,18,3,2007
1904,3/19/07,4.813856,2.70E-19,19,3,2007
1905,3/20/07,4.3607872,2.44E-19,20,3,2007
1906,3/21/07,3.5396,1.98E-19,21,3,2007
1907,3/22/07,4.0493024,2.27E-19,22,3,2007
1908,3/23/07,8.4100896,4.71E-19,23,3,2007
1909,3/24/07,12.2894912,6.88E-19,24,3,2007
1910,3/25/07,11.32672,6.34E-19,25,3,2007
1911,3/26/07,11.0152352,6.17E-19,26,3,2007
1912,3/27/07,10.4488992,5.85E-19,27,3,2007
1913,3/28/07,11.7797888,6.60E-19,28,3,2007
1914,3/29/07,11.0718688,6.20E-19,29,3,2007
1915,3/30/07,8.919792,5.00E-19,30,3,2007
1916,3/31/07,7.7021696,4.31E-19,31,3,2007
1917,4/1/07,6.937616,3.89E-19,1,4,2007
1918,4/2/07,7.8437536,4.39E-19,2,4,2007
1919,4/3/07,9.6843456,5.42E-19,3,4,2007
1920,4/4/07,9.0896928,5.09E-19,4,4,2007
1921,4/5/07,7.9003872,4.42E-19,5,4,2007
1922,4/6/07,7.7304864,4.33E-19,6,4,2007
1923,4/7/07,7.3057344,4.09E-19,7,4,2007
1924,4/8/07,6.8526656,3.84E-19,8,4,2007
1925,4/9/07,6.0597952,3.39E-19,9,4,2007
1926,4/10/07,6.0597952,3.39E-19,10,4,2007
1927,4/11/07,5.8898944,3.30E-19,11,4,2007
1928,4/12/07,6.7110816,3.76E-19,12,4,2007
1929,4/13/07,7.8720704,4.41E-19,13,4,2007
1930,4/14/07,11.0718688,6.20E-19,14,4,2007
1931,4/15/07,12.7708768,7.15E-19,15,4,2007
1932,4/16/07,99.1088,5.55E-18,16,4,2007
1933,4/17/07,139.884992,7.83E-18,17,4,2007
1934,4/18/07,57.483104,3.22E-18,18,4,2007
1935,4/19/07,36.528672,2.05E-18,19,4,2007
1936,4/20/07,25.768288,1.44E-18,20,4,2007
1937,4/21/07,18.2926528,1.02E-18,21,4,2007
1938,4/22/07,14.0451328,7.87E-19,22,4,2007
1939,4/23/07,11.3833536,6.38E-19,23,4,2007
1940,4/24/07,9.3728608,5.25E-19,24,4,2007
1941,4/25/07,7.78712,4.36E-19,25,4,2007
1942,4/26/07,6.6261312,3.71E-19,26,4,2007
1943,4/27/07,6.7677152,3.79E-19,27,4,2007
1944,4/28/07,8.2401888,4.62E-19,28,4,2007
1945,4/29/07,9.0896928,5.09E-19,29,4,2007
1946,4/30/07,9.5144448,5.33E-19,30,4,2007
1947,5/1/07,10.6471168,5.96E-19,1,5,2007
1948,5/2/07,8.4100896,4.71E-19,2,5,2007
1949,5/3/07,6.4279136,3.60E-19,3,5,2007
1950,5/4/07,5.3518752,3.00E-19,4,5,2007
1951,5/5/07,4.7289056,2.65E-19,5,5,2007
1952,5/6/07,4.3607872,2.44E-19,6,5,2007
1953,5/7/07,3.9926688,2.24E-19,7,5,2007
1954,5/8/07,3.681184,2.06E-19,8,5,2007
1955,5/9/07,3.4263328,1.92E-19,9,5,2007
1956,5/10/07,3.2281152,1.81E-19,10,5,2007
1957,5/11/07,3.9926688,2.24E-19,11,5,2007
1958,5/12/07,4.24752,2.38E-19,12,5,2007
1959,5/13/07,3.398016,1.90E-19,13,5,2007
1960,5/14/07,2.7750464,1.55E-19,14,5,2007
1961,5/15/07,2.5343536,1.42E-19,15,5,2007
1962,5/16/07,3.3130656,1.86E-19,16,5,2007
1963,5/17/07,7.220784,4.04E-19,17,5,2007
1964,5/18/07,6.5411808,3.66E-19,18,5,2007
1965,5/19/07,8.1835552,4.58E-19,19,5,2007
1966,5/20/07,9.486128,5.31E-19,20,5,2007
1967,5/21/07,11.0152352,6.17E-19,21,5,2007
1968,5/22/07,8.353456,4.68E-19,22,5,2007
1969,5/23/07,5.2669248,2.95E-19,23,5,2007
1970,5/24/07,4.3041536,2.41E-19,24,5,2007
1971,5/25/07,3.681184,2.06E-19,25,5,2007
1972,5/26/07,3.1714816,1.78E-19,26,5,2007
1973,5/27/07,2.54001696,1.42E-19,27,5,2007
